Action,Id,RuleSet,Category,Title,Severity,Reasoning
None,SA1216,StyleCop,Ordering,A using static directive is positioned at the wrong location (before a regular using directive or after an alias using directive).,Warning,
None,SA1217,StyleCop,Ordering,The using static directives within a C# code file are not sorted alphabetically by full type name.,Warning,
None,SA1100,StyleCop,Readability,"A call to a member from an inherited class begins with base., and the local class does not contain an override or implementation of the member.",Warning,
None,SA1101,StyleCop,Readability,"A call to an instance member of the local class or a base class is not prefixed with 'this.', within a C# code file.",Disabled,
None,SA1102,StyleCop,Readability,"A C# query clause does not begin on the same line as the previous clause, or on the next line.",Warning,
None,SA1103,StyleCop,Readability,"The clauses within a C# query expression are not all placed on the same line, and each clause is not placed on its own line.",Warning,
None,SA1104,StyleCop,Readability,"A clause within a C# query expression begins on the same line as the previous clause, when the previous clause spans across multiple lines.",Warning,
None,SA1105,StyleCop,Readability,"A clause within a C# query expression spans across multiple lines, and does not begin on its own line.",Warning,
None,SA1106,StyleCop,Readability,The C# code contains an extra semicolon.,Warning,
None,SA1107,StyleCop,Readability,The C# code contains more than one statement on a single line.,Warning,
None,SA1108,StyleCop,Readability,A C# statement contains a comment between the declaration of the statement and the opening brace of the statement.,Warning,
None,SA1109,StyleCop,Readability,A C# statement contains a region tag between the declaration of the statement and the opening brace of the statement.,Warning,
None,SA1110,StyleCop,Readability,"The opening parenthesis or bracket in a call to a C# method or indexer, or the declaration of a method or indexer, is not placed on the same line as the method or indexer name.",Warning,
None,SA1111,StyleCop,Readability,"The closing parenthesis or bracket in a call to a C# method or indexer, or the declaration of a method or indexer, is not placed on the same line as the last parameter.",Warning,
None,SA1112,StyleCop,Readability,"The closing parenthesis or bracket in a call to a C# method or indexer, or the declaration of a method or indexer, is not placed on the same line as the opening bracket when the element does not take any parameters.",Warning,
None,SA1113,StyleCop,Readability,"A comma between two parameters in a call to a C# method or indexer, or in the declaration of a method or indexer, is not placed on the same line as the previous parameter.",Warning,
None,SA1114,StyleCop,Readability,"The start of the parameter list for a method or indexer call or declaration does not begin on the same line as the opening bracket, or on the line after the opening bracket.",Warning,
None,SA1115,StyleCop,Readability,"A parameter within a C# method or indexer call or declaration does not begin on the same line as the previous parameter, or on the next line.",Warning,
None,SA1116,StyleCop,Readability,"The parameters to a C# method or indexer call or declaration span across multiple lines, but the first parameter does not start on the line after the opening bracket.",Warning,
None,SA1117,StyleCop,Readability,The parameters to a C# method or indexer call or declaration are not all on the same line or each on a separate line.,Warning,
None,SA1118,StyleCop,Readability,"A parameter to a C# method or indexer, other than the first parameter, spans across multiple lines.",Warning,
None,SA1120,StyleCop,Readability,The C# comment does not contain any comment text.,Warning,
None,SA1121,StyleCop,Readability,"The code uses one of the basic C# types, but does not use the built-in alias for the type.",Warning,
None,SA1122,StyleCop,Readability,"The C# code includes an empty string, written as """".",Warning,
None,SA1123,StyleCop,Readability,The C# code contains a region within the body of a code element.,Warning,
None,SA1124,StyleCop,Readability,The C# code contains a region.,Warning,
None,SA1125,StyleCop,Readability,The Nullable type has been defined not using the C# shorthand.,Warning,
None,SA1126,StyleCop,Readability,"A call to a member is not prefixed with the 'this.', 'base.', 'object.' or 'typename.' prefix to indicate the intended method call, within a C# code file.",Disabled,
None,SA1127,StyleCop,Readability,"A generic constraint on a type or method declaration is on the same line as the declaration, within a C# code file.",Warning,
None,SA1128,StyleCop,Readability,"A constructor initializer is on the same line as the constructor declaration, within a C# code file.",Warning,
None,SA1129,StyleCop,Readability,A value type was constructed using the syntax new T().,Warning,
None,SA1130,StyleCop,Readability,"An anonymous method was declared using the form delegate (parameters) { }, when a lambda expression would provide equivalent behavior with the syntax (parameters) => { }.",Warning,
None,SA1131,StyleCop,Readability,"A comparison was made between a variable and a literal or constant value, and the variable appeared on the right-hand side of the expression.",Warning,
None,SA1132,StyleCop,Readability,Two or more fields were declared in the same field declaration syntax.,Warning,
None,SA1133,StyleCop,Readability,Two or more attributes appeared within the same set of square brackets.,Warning,
None,SA1134,StyleCop,Readability,An attribute is placed on the same line of code as another attribute or element.,Warning,
None,SA1135,StyleCop,Readability,A using directive is not qualified.,Warning,
None,SA1136,StyleCop,Readability,Multiple enum values are placed on the same line of code.,Warning,
None,SA1137,StyleCop,Readability,Two sibling elements which each start on their own line have different levels of indentation.,Warning,
None,SA1139,StyleCop,Readability,Use literal suffix notation instead of casting.,Warning,
None,SA1141,StyleCop,Readability,Use tuple syntax instead of the underlying ValueTuple implementation type.,Warning,
None,SA1142,StyleCop,Readability,An element of a tuple was referenced by its metadata name when an element name is available.,Warning,
None,SA1000,StyleCop,Spacing,The spacing around a C# keyword is incorrect.,Warning,
None,SA1001,StyleCop,Spacing,"The spacing around a comma is incorrect, within a C# code file.",Warning,
None,SA1002,StyleCop,Spacing,"The spacing around a semicolon is incorrect, within a C# code file.",Warning,
None,SA1003,StyleCop,Spacing,"The spacing around an operator symbol is incorrect, within a C# code file.",Warning,
None,SA1004,StyleCop,Spacing,A line within a documentation header above a C# element does not begin with a single space.,Warning,
None,SA1005,StyleCop,Spacing,A single-line comment within a C# code file does not begin with a single space.,Warning,
None,SA1006,StyleCop,Spacing,A C# preprocessor-type keyword is preceded by space.,Warning,
None,SA1007,StyleCop,Spacing,The operator keyword within a C# operator overload method is not followed by any whitespace.,Warning,
None,SA1008,StyleCop,Spacing,An opening parenthesis within a C# statement is not spaced correctly.,Warning,
None,SA1009,StyleCop,Spacing,A closing parenthesis within a C# statement is not spaced correctly.,Warning,
None,SA1010,StyleCop,Spacing,An opening square bracket within a C# statement is not spaced correctly.,Warning,
None,SA1011,StyleCop,Spacing,A closing square bracket within a C# statement is not spaced correctly.,Warning,
None,SA1012,StyleCop,Spacing,An opening brace within a C# element is not spaced correctly.,Warning,
None,SA1013,StyleCop,Spacing,A closing brace within a C# element is not spaced correctly.,Warning,
None,SA1014,StyleCop,Spacing,An opening generic bracket within a C# element is not spaced correctly.,Warning,
None,SA1015,StyleCop,Spacing,A closing generic bracket within a C# element is not spaced correctly.,Warning,
None,SA1016,StyleCop,Spacing,An opening attribute bracket within a C# element is not spaced correctly.,Warning,
None,SA1017,StyleCop,Spacing,A closing attribute bracket within a C# element is not spaced correctly.,Warning,
None,SA1018,StyleCop,Spacing,A nullable type symbol within a C# element is not spaced correctly.,Warning,
None,SA1019,StyleCop,Spacing,"The spacing around a member access symbol is incorrect, within a C# code file.",Warning,
None,SA1020,StyleCop,Spacing,An increment or decrement symbol within a C# element is not spaced correctly.,Warning,
None,SA1021,StyleCop,Spacing,A negative sign within a C# element is not spaced correctly.,Warning,
None,SA1022,StyleCop,Spacing,A positive sign within a C# element is not spaced correctly.,Warning,
None,SA1023,StyleCop,Spacing,A dereference symbol or an access-of symbol within a C# element is not spaced correctly.,Warning,
None,SA1024,StyleCop,Spacing,A colon within a C# element is not spaced correctly.,Warning,
None,SA1025,StyleCop,Spacing,The code contains multiple whitespace characters in a row.,Warning,
None,SA1026,StyleCop,Spacing,An implicitly typed new array allocation within a C# code file is not spaced correctly.,Warning,
None,SA1027,StyleCop,Spacing,The code contains a tab or space character which is not consistent with the current project settings.,Warning,
None,SA1028,StyleCop,Spacing,"A line of code ends with a space, tab, or other whitespace characters before the end of line character(s).",Warning,
None,SA0001,StyleCop,Special,All diagnostics of XML documentation comments has been disabled due to the current project configuration.,Disabled,
None,SA0002,StyleCop,Special,The stylecop.json settings file could not be loaded due to a deserialization error.,Warning,
None,TUnit0300,TUnit,AOT Compatibility,Generic types may not be AOT-compatible - ensure all combinations are known at compile time,Warning,
None,TUnit0301,TUnit,AOT Compatibility,Tuple usage may not be AOT-compatible - consider using concrete types,Warning,
None,TUnit0302,TUnit,AOT Compatibility,Custom conversion operators may not be AOT-compatible - use explicit casting,Warning,
None,TUnit0015,TUnit,Async and Execution,Methods with [Timeout] must have a CancellationToken parameter,Warning,
None,TUnit0031,TUnit,Async and Execution,Async void methods and lambdas not allowed - return Task instead,Warning,
None,TUnit0017,TUnit,Attribute and Metadata,[Explicit] attribute cannot be on both method and class - choose one location,Warning,
None,TUnit0028,TUnit,Attribute and Metadata,Do not override TUnit's AttributeUsage settings,Warning,
None,TUnit0029,TUnit,Attribute and Metadata,Duplicate attribute where only one is allowed,Warning,
None,TUnit0030,TUnit,Attribute and Metadata,Test class doesn't inherit base class tests - add [InheritsTests] to include them,Warning,
None,TUnit0032,TUnit,Attribute and Metadata,[DependsOn] and [NotInParallel] attributes conflict - tests with dependencies must support parallel execution,Warning,
None,TUnit0033,TUnit,Attribute and Metadata,Circular or conflicting test dependencies detected,Warning,
None,TUnit0059,TUnit,Attribute and Metadata,Abstract test class with data sources requires [InheritsTests] on concrete class to execute tests,Warning,
None,TUnit0018,TUnit,Best Practices and Warnings,Test methods should not assign instance fields/properties - consider using static fields or [NotInParallel],Warning,
None,TUnit0023,TUnit,Best Practices and Warnings,Disposable fields/properties should be disposed in cleanup methods ([After(Test)] or [After(Class)]),Warning,
None,TUnit0034,TUnit,Best Practices and Warnings,Do not declare a Main method in test projects - TUnit provides its own entry point,Warning,
None,TUnit0055,TUnit,Best Practices and Warnings,Do not overwrite Console.Out/Error - it breaks TUnit logging,Warning,
None,TUnit0004,TUnit,Data Source and Parameter,Data source method not found,Warning,
None,TUnit0005,TUnit,Data Source and Parameter,Nullable parameter has non-nullable argument - consider making the argument nullable,Warning,
None,TUnit0007,TUnit,Data Source and Parameter,Data source method must be static,Warning,
None,TUnit0008,TUnit,Data Source and Parameter,Data source method must be public,Warning,
None,TUnit0009,TUnit,Data Source and Parameter,Data source method cannot be abstract,Warning,
None,TUnit0010,TUnit,Data Source and Parameter,Data source method must be parameterless,Warning,
None,TUnit0011,TUnit,Data Source and Parameter,Data source method must return data (IEnumerable or Task<IEnumerable>),Warning,
None,TUnit0038,TUnit,Data Source and Parameter,Property with data attribute must have a data source attribute,Warning,
None,TUnit0043,TUnit,Data Source and Parameter,Properties with data attributes must use 'required' keyword,Warning,
None,TUnit0044,TUnit,Data Source and Parameter,Properties with data attributes must have a setter,Warning,
None,TUnit0045,TUnit,Data Source and Parameter,Property has multiple data source attributes - use only one,Warning,
None,TUnit0046,TUnit,Data Source and Parameter,Data source should return Func<T> for reference types to ensure test isolation,Warning,
None,TUnit0049,TUnit,Data Source and Parameter,[Matrix] parameters require [MatrixDataSource] attribute on the test method,Warning,
None,TUnit0050,TUnit,Data Source and Parameter,Too many test arguments provided,Warning,
None,TUnit0056,TUnit,Data Source and Parameter,Instance data source methods must use [InstanceMethodDataSource] attribute,Warning,
None,TUnit0060,TUnit,Data Source and Parameter,Data source may produce no tests - ensure it provides at least one test case,Info,
None,TUnit0016,TUnit,Hook and Lifecycle,Hook methods must not be static,Warning,
None,TUnit0027,TUnit,Hook and Lifecycle,Hook method has incorrect parameters - check expected parameter types for this hook,Warning,
None,TUnit0039,TUnit,Hook and Lifecycle,Test hook methods require single TestContext parameter,Warning,
None,TUnit0040,TUnit,Hook and Lifecycle,Class hook methods require single ClassHookContext parameter,Warning,
None,TUnit0041,TUnit,Hook and Lifecycle,Assembly hook methods require single AssemblyHookContext parameter,Warning,
None,TUnit0042,TUnit,Hook and Lifecycle,Global hooks should be in separate classes from tests for clarity,Warning,
None,TUnit0047,TUnit,Hook and Lifecycle,AsyncLocal values from BeforeTest hooks require context.AddAsyncLocalValue() to flow to tests,Warning,
None,TUnit0057,TUnit,Hook and Lifecycle,Hook context parameter available - consider adding for additional context information,Info,
None,TUnit0058,TUnit,Hook and Lifecycle,Hook method has unknown parameters - check expected parameter types for this hook,Warning,
None,TUMS0001,TUnit,Migration and Legacy Support,MSTest code can be migrated to TUnit,Info,
None,TUNU0001,TUnit,Migration and Legacy Support,NUnit code can be migrated to TUnit,Info,
None,TUXU0001,TUnit,Migration and Legacy Support,XUnit code can be migrated to TUnit,Info,
None,TUnit0001,TUnit,Test Method and Structure,Test argument types don't match method parameters,Warning,
None,TUnit0002,TUnit,Test Method and Structure,No data provided for test,Warning,
None,TUnit0013,TUnit,Test Method and Structure,Test has more arguments than method parameters,Warning,
None,TUnit0014,TUnit,Test Method and Structure,Public test method missing [Test] attribute - add attribute or make method private/protected,Warning,
None,TUnit0019,TUnit,Test Method and Structure,Test method missing [Test] attribute,Warning,
None,TUnit0048,TUnit,Test Method and Structure,Test methods in non-static classes must not be static,Warning,
None,TUnit0051,TUnit,Test Method and Structure,Test class must be public,Warning,
None,TUnit0052,TUnit,Test Method and Structure,Multiple constructors found without [TestConstructor] attribute,Warning,
None,VSTHRD001,Visual Studio Threading,,Avoid legacy thread switching methods,Warning,
None,VSTHRD002,Visual Studio Threading,,Avoid problematic synchronous waits,Warning,
None,VSTHRD003,Visual Studio Threading,,Avoid awaiting foreign Tasks,Warning,
None,VSTHRD004,Visual Studio Threading,,Await SwitchToMainThreadAsync,Warning,
None,VSTHRD010,Visual Studio Threading,,Invoke single-threaded types on Main thread,Warning,
None,VSTHRD011,Visual Studio Threading,,Use AsyncLazy<T>,Warning,
None,VSTHRD012,Visual Studio Threading,,Provide JoinableTaskFactory where allowed,Warning,
None,VSTHRD100,Visual Studio Threading,,Avoid async void methods,Warning,
None,VSTHRD101,Visual Studio Threading,,Avoid unsupported async delegates,Warning,
None,VSTHRD102,Visual Studio Threading,,Implement internal logic asynchronously,Warning,
None,VSTHRD103,Visual Studio Threading,,Call async methods when in an async method,Warning,
None,VSTHRD104,Visual Studio Threading,,Offer async option,Warning,
None,VSTHRD105,Visual Studio Threading,,Avoid method overloads that assume TaskScheduler.Current,Warning,
None,VSTHRD106,Visual Studio Threading,,Use InvokeAsync to raise async events,Warning,
None,VSTHRD107,Visual Studio Threading,,Await Task within using expression,Warning,
None,VSTHRD108,Visual Studio Threading,,Assert thread affinity unconditionally,Warning,
None,VSTHRD109,Visual Studio Threading,,Switch instead of assert in async methods,Warning,
None,VSTHRD110,Visual Studio Threading,,Observe result of async calls,Warning,
None,VSTHRD111,Visual Studio Threading,,Use .ConfigureAwait(bool),Hidden,This is already covered by CA2007.
None,VSTHRD112,Visual Studio Threading,,Implement System.IAsyncDisposable,Warning,
None,VSTHRD113,Visual Studio Threading,,Check for System.IAsyncDisposable,Warning,
None,VSTHRD114,Visual Studio Threading,,Avoid returning null from a Task-returning method.,Warning,
None,VSTHRD115,Visual Studio Threading,,Avoid creating a JoinableTaskContext with an explicit null SynchronizationContext,Warning,
None,VSTHRD200,Visual Studio Threading,,Use Async naming convention,Warning,
None,xUnit2000,xUnit,Assertion,Constants and literals should be the expected argument,Warning,
None,xUnit2001,xUnit,Assertion,Do not use invalid equality check,Warning,
None,xUnit2002,xUnit,Assertion,Do not use null check on value type,Warning,
None,xUnit2003,xUnit,Assertion,Do not use equality check to test for null value,Warning,
None,xUnit2004,xUnit,Assertion,Do not use equality check to test for boolean conditions,Warning,
None,xUnit2005,xUnit,Assertion,Do not use identity check on value type,Warning,
None,xUnit2006,xUnit,Assertion,Do not use invalid string equality check,Warning,
None,xUnit2007,xUnit,Assertion,Do not use typeof expression to check the type,Warning,
None,xUnit2008,xUnit,Assertion,Do not use boolean check to match on regular expressions,Warning,
None,xUnit2009,xUnit,Assertion,Do not use boolean check to check for substrings,Warning,
None,xUnit2010,xUnit,Assertion,Do not use boolean check to check for string equality,Warning,
None,xUnit2011,xUnit,Assertion,Do not use empty collection check,Warning,
None,xUnit2012,xUnit,Assertion,Do not use Enumerable.Any() to check if a value exists in a collection,Warning,
None,xUnit2013,xUnit,Assertion,Do not use equality check to check for collection size.,Warning,
None,xUnit2014,xUnit,Assertion,Do not use throws check to check for asynchronously thrown exception,Warning,
None,xUnit2015,xUnit,Assertion,Do not use typeof expression to check the exception type,Warning,
None,xUnit2016,xUnit,Assertion,Keep precision in the allowed range when asserting equality of doubles or decimals.,Warning,
None,xUnit2017,xUnit,Assertion,Do not use Contains() to check if a value exists in a collection,Warning,
None,xUnit2018,xUnit,Assertion,Do not compare an object's exact type to an abstract class or interface,Warning,
None,xUnit2019,xUnit,Assertion,Do not use obsolete throws check to check for asynchronously thrown exception,Hidden,"Deprecated rule, merged into xUnit2014"
None,xUnit2020,xUnit,Assertion,Do not use always-failing boolean assertion to fail a test,Warning,
None,xUnit2021,xUnit,Assertion,Async assertions should be awaited,Warning,
None,xUnit2022,xUnit,Assertion,Boolean assertions should not be negated,Warning,
None,xUnit2023,xUnit,Assertion,Do not use collection methods for single-item collections,Warning,
None,xUnit2024,xUnit,Assertion,Do not use boolean asserts for simple equality tests,Warning,
None,xUnit2025,xUnit,Assertion,The boolean assertion statement can be simplified,Warning,
None,xUnit2026,xUnit,Assertion,Comparison of sets must be done with IEqualityComparer,Warning,
None,xUnit2027,xUnit,Assertion,Comparison of sets to linear containers have undefined results,Warning,
None,xUnit2028,xUnit,Assertion,Do not use Assert.Empty or Assert.NotEmpty with problematic types,Warning,
None,xUnit2029,xUnit,Assertion,Do not use Assert.Empty to check if a value does not exist in a collection,Warning,
None,xUnit2030,xUnit,Assertion,Do not use Assert.NotEmpty to check if a value exists in a collection,Warning,
None,xUnit2031,xUnit,Assertion,Do not use Where clause with Assert.Single,Warning,
None,xUnit2032,xUnit,Assertion,Type assertions based on 'assignable from' are confusingly named,Warning,
None,xUnit3000,xUnit,Extensibility,Classes which cross AppDomain boundaries must derive directly or indirectly from LongLivedMarshalByRefObject,Warning,
None,xUnit3001,xUnit,Extensibility,Classes that are marked as serializable (or created by the test framework at runtime) must have a public parameterless constructor,Warning,
None,xUnit3002,xUnit,Extensibility,Classes which are JSON serializable should not be tested for their concrete type,Warning,
None,xUnit3003,xUnit,Extensibility,Classes which extend FactAttribute (directly or indirectly) should provide a public constructor for source information,Warning,
None,xUnit3004,xUnit,Extensibility,Type must implement appropriate interface,Warning,
None,xUnit3005,xUnit,Extensibility,Type must have an appropriate non-obsolete public constructor,Warning,
None,xUnit3006,xUnit,Extensibility,Test case implementation must be serializable,Warning,
None,xUnit3007,xUnit,Extensibility,Test case implementation might not be serializable,Warning,
None,xUnit1000,xUnit,Usage,Test classes must be public,Warning,
None,xUnit1001,xUnit,Usage,Fact methods cannot have parameters,Warning,
None,xUnit1002,xUnit,Usage,Test methods cannot have multiple Fact or Theory attributes,Warning,
None,xUnit1003,xUnit,Usage,Theory methods must have test data,Warning,
None,xUnit1004,xUnit,Usage,Test methods should not be skipped,Warning,
None,xUnit1005,xUnit,Usage,Fact methods should not have test data,Warning,
None,xUnit1006,xUnit,Usage,Theory methods should have parameters,Warning,
None,xUnit1007,xUnit,Usage,ClassData must point at a valid class,Warning,
None,xUnit1008,xUnit,Usage,Test data attribute should only be used on a Theory,Warning,
None,xUnit1009,xUnit,Usage,InlineData values must match the number of method parameters,Warning,
None,xUnit1010,xUnit,Usage,The value is not convertible to the method parameter type,Warning,
None,xUnit1011,xUnit,Usage,There is no matching method parameter,Warning,
None,xUnit1012,xUnit,Usage,Null should not be used for value type parameters,Warning,
None,xUnit1013,xUnit,Usage,Public method should be marked as test,Warning,
None,xUnit1014,xUnit,Usage,MemberData should use nameof operator for member name,Warning,
None,xUnit1015,xUnit,Usage,MemberData must reference an existing member,Warning,
None,xUnit1016,xUnit,Usage,MemberData must reference a public member,Warning,
None,xUnit1017,xUnit,Usage,MemberData must reference a static member,Warning,
None,xUnit1018,xUnit,Usage,MemberData must reference a valid member kind,Warning,
None,xUnit1019,xUnit,Usage,MemberData must reference a member providing a valid data type,Warning,
None,xUnit1020,xUnit,Usage,MemberData must reference a property with a getter,Warning,
None,xUnit1021,xUnit,Usage,MemberData should not have parameters if the referenced member is not a method,Warning,
None,xUnit1022,xUnit,Usage,Theory methods cannot have a parameter array,Warning,
None,xUnit1023,xUnit,Usage,Theory methods cannot have default parameter values,Warning,
None,xUnit1024,xUnit,Usage,Test methods cannot have overloads,Warning,
None,xUnit1025,xUnit,Usage,InlineData should be unique within the Theory it belongs to,Warning,
None,xUnit1026,xUnit,Usage,Theory methods should use all of their parameters,Warning,
None,xUnit1027,xUnit,Usage,Collection definition classes must be public,Warning,
None,xUnit1028,xUnit,Usage,Test method must have valid return type,Warning,
None,xUnit1029,xUnit,Usage,Local functions cannot be test functions,Warning,
None,xUnit1030,xUnit,Usage,Do not call ConfigureAwait in test method,Warning,
None,xUnit1031,xUnit,Usage,Do not use blocking task operations in test method,Warning,
None,xUnit1032,xUnit,Usage,Test classes cannot be nested within a generic class,Warning,
None,xUnit1033,xUnit,Usage,Test classes decorated with 'IClassFixture<T>' or 'ICollectionFixture<T>' should add a constructor argument of type 'T',Warning,
None,xUnit1034,xUnit,Usage,Null should only be used for nullable parameters,Warning,
None,xUnit1035,xUnit,Usage,The value is not convertible to the method parameter type,Warning,
None,xUnit1036,xUnit,Usage,There is no matching method parameter,Warning,
None,xUnit1037,xUnit,Usage,There are fewer theory data type arguments than required by the parameters of the test method,Warning,
None,xUnit1038,xUnit,Usage,There are more theory data type arguments than allowed by the parameters of the test method,Warning,
None,xUnit1039,xUnit,Usage,The type argument to theory data is not compatible with the type of the corresponding test method parameter,Warning,
None,xUnit1040,xUnit,Usage,"The type argument to theory data is nullable, while the type of the corresponding test method parameter is not",Warning,
None,xUnit1041,xUnit,Usage,Fixture arguments to test classes must have fixture sources,Warning,
None,xUnit1042,xUnit,Usage,The member referenced by the MemberData attribute returns untyped data rows,Warning,
None,xUnit1043,xUnit,Usage,Constructors on classes derived from FactAttribute must be public when used on test methods,Warning,
None,xUnit1044,xUnit,Usage,Avoid using TheoryData type arguments that are not serializable,Warning,
None,xUnit1045,xUnit,Usage,Avoid using TheoryData type arguments that might not be serializable,Warning,
None,xUnit1046,xUnit,Usage,Avoid using TheoryDataRow arguments that are not serializable,Warning,
None,xUnit1047,xUnit,Usage,Avoid using TheoryDataRow arguments that might not be serializable,Warning,
None,xUnit1048,xUnit,Usage,Avoid using 'async void' for test methods as it is deprecated in xUnit.net v3,Warning,
None,xUnit1049,xUnit,Usage,Do not use 'async void' for test methods as it is no longer supported,Warning,
None,xUnit1050,xUnit,Usage,The class referenced by the ClassData attribute returns untyped data rows,Warning,
None,xUnit1051,xUnit,Usage,Calls to methods which accept CancellationToken should use TestContext.Current.CancellationToken,Warning,
None,xUnit1052,xUnit,Usage,Avoid using 'TheoryData<...>' with types that implement 'ITheoryDataRow',Warning,
None,xUnit1053,xUnit,Usage,The static member used as theory data must be statically initialized,Warning,
None,xUnit1054,xUnit,Usage,"Properties used for conditional skipping must be public, static, and return bool",Warning,
None,xUnit1055,xUnit,Usage,Conditional skipping cannot set both SkipUnless and SkipWhen,Warning,
None,xUnit1056,xUnit,Usage,Type must have a single public non-static constructor,Warning,
None,xUnit1057,xUnit,Usage,Type must be public or internal,Warning,
None,xUnit1058,xUnit,Usage,Generic collection definitions are not supported in Native AOT,Warning,
None,xUnit1059,xUnit,Usage,Test classes may not be decorated with ICollectionFixture<>,Warning,
None,xUnit1060,xUnit,Usage,Cultured test methods must have at least one culture,Warning,
None,xUnit1061,xUnit,Usage,Fact methods cannot be generic,Warning,
None,xUnit1062,xUnit,Usage,Theory methods cannot be generic in Native AOT,Warning,
None,xUnit1063,xUnit,Usage,Test class cannot be an open generic type,Warning,
None,xUnit1064,xUnit,Usage,Theory parameter cannot use params modifier in Native AOT,Warning,
None,xUnit1065,xUnit,Usage,MemberData method is ambiguous,Warning,
None,xUnit1066,xUnit,Usage,MemberData parameter cannot use params modifier in Native AOT,Warning,
None,xUnit1067,xUnit,Usage,There is no matching MemberData method argument,Warning,
None,xUnit1068,xUnit,Usage,MemberData cannot point to an open generic type,Warning,
None,xUnit1069,xUnit,Usage,Test methods with a Timeout should reference TestContext.Current.CancellationToken,Warning,
